Timestamp (ms),Triggering Sensor,Latitude,Longitude,Altitude,Heading (degrees),Heading accuracy (degrees),Relative Altitude (m),Pressure (kPa),Speed (m/s),Speed Accuracy (m/s),Floor,Acceleration - X axis,Acceleration - Y axis,Acceleration - Z axis,Gyrometer - X axis,Gyrometer - Y axis,Gyrometer - Z axis,Magnetometer - X axis,Magnetometer - Y axis,Magnetometer - Z axis,User acceleration - X axis,User acceleration - Y axis,User acceleration - Z axis,Attitude Pitch,Attitude Roll,Attitude Yaw,Gravity - X axis,Gravity - Y axis,Gravity - Z axis,Rotation Rate - X axis,Rotation Rate - Y axis,Rotation Rate - Z axis,Activity Type,Number of Steps,Distance,Floors Ascended,Floors Descended,Current Pace,Current Cadence,Average Active Pace
9,Gyrometer,,,,,,,,,,,,,,-0.05607765167951584,-0.03832155466079712,0.009002283215522766,,,,,,,,,,,,,,,,,,,,,,,
51,GPS,40.44350292258339,-79.94453493940435,289.80572509765625,,,,,-1.0,-1.0,N/A,,,,-0.05607765167951584,-0.03832155466079712,0.009002283215522766,,,,,,,,,,,,,,,,,,,,,,,
82,GPS,40.44350292258339,-79.94453493940435,289.80572509765625,,,,,-1.0,-1.0,N/A,,,,-0.05607765167951584,-0.03832155466079712,0.009002283215522766,,,,,,,,,,,,,,,,,,,,,,,
113,COMPASS,40.44350292258339,-79.94453493940435,289.80572509765625,303.2008972167969,15.354639053344727,,,-1.0,-1.0,N/A,,,,-0.05607765167951584,-0.03832155466079712,0.009002283215522766,,,,,,,,,,,,,,,,,,,,,,,
144,Magnetometer,40.44350292258339,-79.94453493940435,289.80572509765625,303.2008972167969,15.354639053344727,,,-1.0,-1.0,N/A,,,,-0.05607765167951584,-0.03832155466079712,0.009002283215522766,-32.88975524902344,-126.7896728515625,-332.21893310546875,,,,,,,,,,,,,,,,,,,,
174,GPS,40.443777495191476,-79.94450526825024,289.7984733581543,303.2008972167969,15.354639053344727,,,-1.0,-1.0,N/A,,,,-0.05607765167951584,-0.03832155466079712,0.009002283215522766,-32.88975524902344,-126.7896728515625,-332.21893310546875,,,,,,,,,,,,,,,,,,,,
205,GPS,40.44384499759573,-79.94449307912511,289.7984428405762,303.2008972167969,15.354639053344727,,,-1.0,-1.0,N/A,,,,-0.05607765167951584,-0.03832155466079712,0.009002283215522766,-32.88975524902344,-126.7896728515625,-332.21893310546875,,,,,,,,,,,,,,,,,,,,
233,Activity Manager,40.44384499759573,-79.94449307912511,289.7984428405762,303.2008972167969,15.354639053344727,,,-1.0,-1.0,N/A,,,,-0.05607765167951584,-0.03832155466079712,0.009002283215522766,-32.88975524902344,-126.7896728515625,-332.21893310546875,,,,,,,,,,,,,Walking,,,,,,,
264,Accelerometer,40.44384499759573,-79.94449307912511,289.7984428405762,303.2008972167969,15.354639053344727,,,-1.0,-1.0,N/A,0.028961181640625,-0.9695281982421875,-0.200958251953125,-0.05607765167951584,-0.03832155466079712,0.009002283215522766,-32.88975524902344,-126.7896728515625,-332.21893310546875,,,,,,,,,,,,,Walking,,,,,,,
294,Device Motion,40.44384499759573,-79.94449307912511,289.7984428405762,303.2008972167969,15.354639053344727,,,-1.0,-1.0,N/A,0.028961181640625,-0.9695281982421875,-0.200958251953125,-0.05607765167951584,-0.03832155466079712,0.009002283215522766,-32.88975524902344,-126.7896728515625,-332.21893310546875,-0.007133845239877701,0.0062103271484375,0.010148674249649048,1.347642165452805,0.11772772982061636,-0.09404415178489534,0.025993704795837402,-0.9752042889595032,-0.21977408230304718,-0.007513220421969891,-0.02598422020673752,0.03037744201719761,Walking,,,,,,,
323,Magnetometer,40.44384499759573,-79.94449307912511,289.7984428405762,303.2008972167969,15.354639053344727,,,-1.0,-1.0,N/A,0.028961181640625,-0.9695281982421875,-0.200958251953125,-0.05607765167951584,-0.03832155466079712,0.009002283215522766,-32.83233642578125,-126.31549072265625,-332.0916442871094,-0.007133845239877701,0.0062103271484375,0.010148674249649048,1.347642165452805,0.11772772982061636,-0.09404415178489534,0.025993704795837402,-0.9752042889595032,-0.21977408230304718,-0.007513220421969891,-0.02598422020673752,0.03037744201719761,Walking,,,,,,,
352,Gyrometer,40.44384499759573,-79.94449307912511,289.7984428405762,303.2008972167969,15.354639053344727,,,-1.0,-1.0,N/A,0.028961181640625,-0.9695281982421875,-0.200958251953125,-0.025367675349116325,-0.05663132295012474,0.022287195548415184,-32.83233642578125,-126.31549072265625,-332.0916442871094,-0.007133845239877701,0.0062103271484375,0.010148674249649048,1.347642165452805,0.11772772982061636,-0.09404415178489534,0.025993704795837402,-0.9752042889595032,-0.21977408230304718,-0.007513220421969891,-0.02598422020673752,0.03037744201719761,Walking,,,,,,,
381,Accelerometer,40.44384499759573,-79.94449307912511,289.7984428405762,303.2008972167969,15.354639053344727,,,-1.0,-1.0,N/A,0.031036376953125,-0.978668212890625,-0.2142486572265625,-0.025367675349116325,-0.05663132295012474,0.022287195548415184,-32.83233642578125,-126.31549072265625,-332.0916442871094,-0.007133845239877701,0.0062103271484375,0.010148674249649048,1.347642165452805,0.11772772982061636,-0.09404415178489534,0.025993704795837402,-0.9752042889595032,-0.21977408230304718,-0.007513220421969891,-0.02598422020673752,0.03037744201719761,Walking,,,,,,,
510,Device Motion,40.44384499759573,-79.94449307912511,289.7984428405762,303.2008972167969,15.354639053344727,,,-1.0,-1.0,N/A,0.031036376953125,-0.978668212890625,-0.2142486572265625,-0.025367675349116325,-0.05663132295012474,0.022287195548415184,-32.83233642578125,-126.31549072265625,-332.0916442871094,0.022004814818501472,0.004975736141204834,0.03536900877952576,1.346480086997973,0.09066520376785006,-0.07972895081659943,0.02013995125889778,-0.9749464392662048,-0.2215263992547989,-0.0397946760058403,-0.04897141829133034,-0.018772857263684273,Walking,,,,,,,
551,GPS,40.443609963742055,-79.94456678813971,289.748592376709,303.2008972167969,15.354639053344727,,,-1.0,-1.0,N/A,0.031036376953125,-0.978668212890625,-0.2142486572265625,-0.025367675349116325,-0.05663132295012474,0.022287195548415184,-32.83233642578125,-126.31549072265625,-332.0916442871094,0.022004814818501472,0.004975736141204834,0.03536900877952576,1.346480086997973,0.09066520376785006,-0.07972895081659943,0.02013995125889778,-0.9749464392662048,-0.2215263992547989,-0.0397946760058403,-0.04897141829133034,-0.018772857263684273,Walking,,,,,,,
604,Magnetometer,40.443609963742055,-79.94456678813971,289.748592376709,303.2008972167969,15.354639053344727,,,-1.0,-1.0,N/A,0.031036376953125,-0.978668212890625,-0.2142486572265625,-0.025367675349116325,-0.05663132295012474,0.022287195548415184,-33.17835998535156,-125.90562438964844,-331.5,0.022004814818501472,0.004975736141204834,0.03536900877952576,1.346480086997973,0.09066520376785006,-0.07972895081659943,0.02013995125889778,-0.9749464392662048,-0.2215263992547989,-0.0397946760058403,-0.04897141829133034,-0.018772857263684273,Walking,,,,,,,
641,Gyrometer,40.443609963742055,-79.94456678813971,289.748592376709,303.2008972167969,15.354639053344727,,,-1.0,-1.0,N/A,0.031036376953125,-0.978668212890625,-0.2142486572265625,-0.025546904653310776,-0.08593781292438507,-0.043780770152807236,-33.17835998535156,-125.90562438964844,-331.5,0.022004814818501472,0.004975736141204834,0.03536900877952576,1.346480086997973,0.09066520376785006,-0.07972895081659943,0.02013995125889778,-0.9749464392662048,-0.2215263992547989,-0.0397946760058403,-0.04897141829133034,-0.018772857263684273,Walking,,,,,,,
678,COMPASS,40.443609963742055,-79.94456678813971,289.748592376709,304.2113342285156,15.344034194946289,,,-1.0,-1.0,N/A,0.031036376953125,-0.978668212890625,-0.2142486572265625,-0.025546904653310776,-0.08593781292438507,-0.043780770152807236,-33.17835998535156,-125.90562438964844,-331.5,0.022004814818501472,0.004975736141204834,0.03536900877952576,1.346480086997973,0.09066520376785006,-0.07972895081659943,0.02013995125889778,-0.9749464392662048,-0.2215263992547989,-0.0397946760058403,-0.04897141829133034,-0.018772857263684273,Walking,,,,,,,
709,Accelerometer,40.443609963742055,-79.94456678813971,289.748592376709,304.2113342285156,15.344034194946289,,,-1.0,-1.0,N/A,0.02508544921875,-0.9812774658203125,-0.1833953857421875,-0.025546904653310776,-0.08593781292438507,-0.043780770152807236,-33.17835998535156,-125.90562438964844,-331.5,0.022004814818501472,0.004975736141204834,0.03536900877952576,1.346480086997973,0.09066520376785006,-0.07972895081659943,0.02013995125889778,-0.9749464392662048,-0.2215263992547989,-0.0397946760058403,-0.04897141829133034,-0.018772857263684273,Walking,,,,,,,
809,Device Motion,40.443609963742055,-79.94456678813971,289.748592376709,304.2113342285156,15.344034194946289,,,-1.0,-1.0,N/A,0.02508544921875,-0.9812774658203125,-0.1833953857421875,-0.025546904653310776,-0.08593781292438507,-0.043780770152807236,-33.17835998535156,-125.90562438964844,-331.5,-0.02574336528778076,0.021135807037353516,0.07658076286315918,1.3446397248947544,0.1354301307970409,-0.12582615408181574,0.03027523122727871,-0.9745354056358337,-0.2221803069114685,-0.01423482783138752,0.0134176816791296,-0.03119082935154438,Walking,,,,,,,
