Timestamp (ms),Triggering Sensor,Latitude,Longitude,Altitude,Heading (degrees),Heading accuracy (degrees),Relative Altitude (m),Pressure (kPa),Speed (m/s),Speed Accuracy (m/s),Floor,Acceleration - X axis,Acceleration - Y axis,Acceleration - Z axis,Gyrometer - X axis,Gyrometer - Y axis,Gyrometer - Z axis,Magnetometer - X axis,Magnetometer - Y axis,Magnetometer - Z axis,User acceleration - X axis,User acceleration - Y axis,User acceleration - Z axis,Attitude Pitch,Attitude Roll,Attitude Yaw,Gravity - X axis,Gravity - Y axis,Gravity - Z axis,Rotation Rate - X axis,Rotation Rate - Y axis,Rotation Rate - Z axis,Activity Type,Number of Steps,Distance,Floors Ascended,Floors Descended,Current Pace,Current Cadence,Average Active Pace
15,GPS,40.45554560708581,-79.92089715355038,298.98181533813477,,,,,-1.0,-1.0,<CLFloor: 0x28226d640>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,COMPASS,40.45554560708581,-79.92089715355038,298.98181533813477,177.80520629882812,13.124896049499512,,,-1.0,-1.0,<CLFloor: 0x28226d640>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Accelerometer,40.45554560708581,-79.92089715355038,298.98181533813477,177.80520629882812,13.124896049499512,,,-1.0,-1.0,<CLFloor: 0x28226d640>,-0.048583984375,-0.8759613037109375,-0.497772216796875,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Gyrometer,40.45554560708581,-79.92089715355038,298.98181533813477,177.80520629882812,13.124896049499512,,,-1.0,-1.0,<CLFloor: 0x28226d640>,-0.048583984375,-0.8759613037109375,-0.497772216796875,0.209415003657341,0.10398365557193756,-0.06170118227601051,,,,,,,,,,,,,,,,,,,,,,,
74,Magnetometer,40.45554560708581,-79.92089715355038,298.98181533813477,177.80520629882812,13.124896049499512,,,-1.0,-1.0,<CLFloor: 0x28226d640>,-0.048583984375,-0.8759613037109375,-0.497772216796875,0.209415003657341,0.10398365557193756,-0.06170118227601051,73.98341369628906,-11.75872802734375,-125.818359375,,,,,,,,,,,,,,,,,,,,
92,GPS,40.45554560708581,-79.92089715355038,300.1919288635254,177.80520629882812,13.124896049499512,,,-1.0,-1.0,<CLFloor: 0x282264a00>,-0.048583984375,-0.8759613037109375,-0.497772216796875,0.209415003657341,0.10398365557193756,-0.06170118227601051,73.98341369628906,-11.75872802734375,-125.818359375,,,,,,,,,,,,,,,,,,,,
110,GPS,40.45554560708581,-79.92089715355038,300.7378273010254,177.80520629882812,13.124896049499512,,,-1.0,-1.0,<CLFloor: 0x28227cbc0>,-0.048583984375,-0.8759613037109375,-0.497772216796875,0.209415003657341,0.10398365557193756,-0.06170118227601051,73.98341369628906,-11.75872802734375,-125.818359375,,,,,,,,,,,,,,,,,,,,
321,Gyrometer,40.45554560708581,-79.92089715355038,300.7378273010254,177.80520629882812,13.124896049499512,,,-1.0,-1.0,<CLFloor: 0x28227cbc0>,-0.048583984375,-0.8759613037109375,-0.497772216796875,0.11470288038253784,0.04580770060420036,-0.09050513058900833,73.98341369628906,-11.75872802734375,-125.818359375,,,,,,,,,,,,,,,,,,,,
342,Device Motion,40.45554560708581,-79.92089715355038,300.7378273010254,177.80520629882812,13.124896049499512,,,-1.0,-1.0,<CLFloor: 0x28227cbc0>,-0.048583984375,-0.8759613037109375,-0.497772216796875,0.11470288038253784,0.04580770060420036,-0.09050513058900833,73.98341369628906,-11.75872802734375,-125.818359375,0.024773718789219856,-0.005231797695159912,0.0012791454792022705,1.0965453501745952,-0.03801880771767987,0.02322102948312519,-0.017357943579554558,-0.8896350264549255,-0.45634204149246216,0.12039954960346222,0.05126562714576721,-0.08771289139986038,,,,,,,,
363,Magnetometer,40.45554560708581,-79.92089715355038,300.7378273010254,177.80520629882812,13.124896049499512,,,-1.0,-1.0,<CLFloor: 0x28227cbc0>,-0.048583984375,-0.8759613037109375,-0.497772216796875,0.11470288038253784,0.04580770060420036,-0.09050513058900833,73.09951782226562,-10.643905639648438,-126.52159118652344,0.024773718789219856,-0.005231797695159912,0.0012791454792022705,1.0965453501745952,-0.03801880771767987,0.02322102948312519,-0.017357943579554558,-0.8896350264549255,-0.45634204149246216,0.12039954960346222,0.05126562714576721,-0.08771289139986038,,,,,,,,
383,Accelerometer,40.45554560708581,-79.92089715355038,300.7378273010254,177.80520629882812,13.124896049499512,,,-1.0,-1.0,<CLFloor: 0x28227cbc0>,0.0227508544921875,-0.9056396484375,-0.43121337890625,0.11470288038253784,0.04580770060420036,-0.09050513058900833,73.09951782226562,-10.643905639648438,-126.52159118652344,0.024773718789219856,-0.005231797695159912,0.0012791454792022705,1.0965453501745952,-0.03801880771767987,0.02322102948312519,-0.017357943579554558,-0.8896350264549255,-0.45634204149246216,0.12039954960346222,0.05126562714576721,-0.08771289139986038,,,,,,,,
499,COMPASS,40.45554560708581,-79.92089715355038,300.7378273010254,176.37716674804688,13.126358985900879,,,-1.0,-1.0,<CLFloor: 0x28227cbc0>,0.0227508544921875,-0.9056396484375,-0.43121337890625,0.11470288038253784,0.04580770060420036,-0.09050513058900833,73.09951782226562,-10.643905639648438,-126.52159118652344,0.024773718789219856,-0.005231797695159912,0.0012791454792022705,1.0965453501745952,-0.03801880771767987,0.02322102948312519,-0.017357943579554558,-0.8896350264549255,-0.45634204149246216,0.12039954960346222,0.05126562714576721,-0.08771289139986038,,,,,,,,
