Timestamp (ms),Triggering Sensor,Latitude,Longitude,Altitude,Heading (degrees),Heading accuracy (degrees),Relative Altitude (m),Pressure (kPa),Speed (m/s),Speed Accuracy (m/s),Floor,Acceleration - X axis,Acceleration - Y axis,Acceleration - Z axis,Gyrometer - X axis,Gyrometer - Y axis,Gyrometer - Z axis,Magnetometer - X axis,Magnetometer - Y axis,Magnetometer - Z axis,User acceleration - X axis,User acceleration - Y axis,User acceleration - Z axis,Attitude Pitch,Attitude Roll,Attitude Yaw,Gravity - X axis,Gravity - Y axis,Gravity - Z axis,Rotation Rate - X axis,Rotation Rate - Y axis,Rotation Rate - Z axis,Activity Type,Number of Steps,Distance,Floors Ascended,Floors Descended,Current Pace,Current Cadence,Average Active Pace
10,Gyrometer,,,,,,,,,,,,,,-0.09625089913606644,-0.14509141445159912,-0.1794605702161789,,,,,,,,,,,,,,,,,,,,,,,
31,GPS,40.44460960407417,-79.94703493165385,284.18607330322266,,,,,-1.0,-1.0,N/A,,,,-0.09625089913606644,-0.14509141445159912,-0.1794605702161789,,,,,,,,,,,,,,,,,,,,,,,
52,GPS,40.44460960407417,-79.94703493165385,284.18607330322266,,,,,-1.0,-1.0,N/A,,,,-0.09625089913606644,-0.14509141445159912,-0.1794605702161789,,,,,,,,,,,,,,,,,,,,,,,
81,COMPASS,40.44460960407417,-79.94703493165385,284.18607330322266,223.30419921875,13.588082313537598,,,-1.0,-1.0,N/A,,,,-0.09625089913606644,-0.14509141445159912,-0.1794605702161789,,,,,,,,,,,,,,,,,,,,,,,
103,Magnetometer,40.44460960407417,-79.94703493165385,284.18607330322266,223.30419921875,13.588082313537598,,,-1.0,-1.0,N/A,,,,-0.09625089913606644,-0.14509141445159912,-0.1794605702161789,-49.98448181152344,-98.03659057617188,-358.2093200683594,,,,,,,,,,,,,,,,,,,,
124,Activity Manager,40.44460960407417,-79.94703493165385,284.18607330322266,223.30419921875,13.588082313537598,,,-1.0,-1.0,N/A,,,,-0.09625089913606644,-0.14509141445159912,-0.1794605702161789,-49.98448181152344,-98.03659057617188,-358.2093200683594,,,,,,,,,,,,,,,,,,,,
145,Accelerometer,40.44460960407417,-79.94703493165385,284.18607330322266,223.30419921875,13.588082313537598,,,-1.0,-1.0,N/A,-0.006439208984375,-0.893157958984375,-0.296112060546875,-0.09625089913606644,-0.14509141445159912,-0.1794605702161789,-49.98448181152344,-98.03659057617188,-358.2093200683594,,,,,,,,,,,,,,,,,,,,
165,GPS,40.44470849003211,-79.94711890216884,284.185977935791,223.30419921875,13.588082313537598,,,-1.0,-1.0,N/A,-0.006439208984375,-0.893157958984375,-0.296112060546875,-0.09625089913606644,-0.14509141445159912,-0.1794605702161789,-49.98448181152344,-98.03659057617188,-358.2093200683594,,,,,,,,,,,,,,,,,,,,
185,GPS,40.444722171569396,-79.94713251356373,284.185977935791,223.30419921875,13.588082313537598,,,-1.0,-1.0,N/A,-0.006439208984375,-0.893157958984375,-0.296112060546875,-0.09625089913606644,-0.14509141445159912,-0.1794605702161789,-49.98448181152344,-98.03659057617188,-358.2093200683594,,,,,,,,,,,,,,,,,,,,
206,Device Motion,40.444722171569396,-79.94713251356373,284.185977935791,223.30419921875,13.588082313537598,,,-1.0,-1.0,N/A,-0.006439208984375,-0.893157958984375,-0.296112060546875,-0.09625089913606644,-0.14509141445159912,-0.1794605702161789,-49.98448181152344,-98.03659057617188,-358.2093200683594,-0.02346569299697876,-0.027095675468444824,0.07110494375228882,1.1676190542596303,0.016873750776896096,-0.011147398870227723,0.006619983818382025,-0.9198190569877625,-0.39228713512420654,-0.0003318074159324169,0.24955113232135773,0.0018626635428518057,,,,,,,,
304,Gyrometer,40.444722171569396,-79.94713251356373,284.185977935791,223.30419921875,13.588082313537598,,,-1.0,-1.0,N/A,-0.006439208984375,-0.893157958984375,-0.296112060546875,-0.003337473375722766,0.14697720110416412,0.03019998036324978,-49.98448181152344,-98.03659057617188,-358.2093200683594,-0.02346569299697876,-0.027095675468444824,0.07110494375228882,1.1676190542596303,0.016873750776896096,-0.011147398870227723,0.006619983818382025,-0.9198190569877625,-0.39228713512420654,-0.0003318074159324169,0.24955113232135773,0.0018626635428518057,,,,,,,,
329,Magnetometer,40.444722171569396,-79.94713251356373,284.185977935791,223.30419921875,13.588082313537598,,,-1.0,-1.0,N/A,-0.006439208984375,-0.893157958984375,-0.296112060546875,-0.003337473375722766,0.14697720110416412,0.03019998036324978,-49.02125549316406,-100.64691162109375,-360.11944580078125,-0.02346569299697876,-0.027095675468444824,0.07110494375228882,1.1676190542596303,0.016873750776896096,-0.011147398870227723,0.006619983818382025,-0.9198190569877625,-0.39228713512420654,-0.0003318074159324169,0.24955113232135773,0.0018626635428518057,,,,,,,,
353,Accelerometer,40.444722171569396,-79.94713251356373,284.185977935791,223.30419921875,13.588082313537598,,,-1.0,-1.0,N/A,0.026123046875,-1.029693603515625,-0.4440155029296875,-0.003337473375722766,0.14697720110416412,0.03019998036324978,-49.02125549316406,-100.64691162109375,-360.11944580078125,-0.02346569299697876,-0.027095675468444824,0.07110494375228882,1.1676190542596303,0.016873750776896096,-0.011147398870227723,0.006619983818382025,-0.9198190569877625,-0.39228713512420654,-0.0003318074159324169,0.24955113232135773,0.0018626635428518057,,,,,,,,
379,COMPASS,40.444722171569396,-79.94713251356373,284.185977935791,222.02423095703125,13.58810043334961,,,-1.0,-1.0,N/A,0.026123046875,-1.029693603515625,-0.4440155029296875,-0.003337473375722766,0.14697720110416412,0.03019998036324978,-49.02125549316406,-100.64691162109375,-360.11944580078125,-0.02346569299697876,-0.027095675468444824,0.07110494375228882,1.1676190542596303,0.016873750776896096,-0.011147398870227723,0.006619983818382025,-0.9198190569877625,-0.39228713512420654,-0.0003318074159324169,0.24955113232135773,0.0018626635428518057,,,,,,,,
419,COMPASS,40.444722171569396,-79.94713251356373,284.185977935791,220.82723999023438,13.588147163391113,,,-1.0,-1.0,N/A,0.026123046875,-1.029693603515625,-0.4440155029296875,-0.003337473375722766,0.14697720110416412,0.03019998036324978,-49.02125549316406,-100.64691162109375,-360.11944580078125,-0.02346569299697876,-0.027095675468444824,0.07110494375228882,1.1676190542596303,0.016873750776896096,-0.011147398870227723,0.006619983818382025,-0.9198190569877625,-0.39228713512420654,-0.0003318074159324169,0.24955113232135773,0.0018626635428518057,,,,,,,,
445,Device Motion,40.444722171569396,-79.94713251356373,284.185977935791,220.82723999023438,13.588147163391113,,,-1.0,-1.0,N/A,0.026123046875,-1.029693603515625,-0.4440155029296875,-0.003337473375722766,0.14697720110416412,0.03019998036324978,-49.02125549316406,-100.64691162109375,-360.11944580078125,0.08295935392379761,0.08549231290817261,0.04951208829879761,1.1528829449831388,-0.004392225457664861,0.05991202203883207,-0.0017825985560193658,-0.9139378070831299,-0.40585052967071533,0.02284034714102745,0.28151795268058777,0.27278441190719604,,,,,,,,
558,COMPASS,40.444722171569396,-79.94713251356373,284.185977935791,219.7397918701172,13.58830738067627,,,-1.0,-1.0,N/A,0.026123046875,-1.029693603515625,-0.4440155029296875,-0.003337473375722766,0.14697720110416412,0.03019998036324978,-49.02125549316406,-100.64691162109375,-360.11944580078125,0.08295935392379761,0.08549231290817261,0.04951208829879761,1.1528829449831388,-0.004392225457664861,0.05991202203883207,-0.0017825985560193658,-0.9139378070831299,-0.40585052967071533,0.02284034714102745,0.28151795268058777,0.27278441190719604,,,,,,,,
